student_id,gender,archetype,Algorithm_&_Program_Design_Minor1,Algorithm_&_Program_Design_Minor2,Algorithm_&_Program_Design_EndSem,Database_Management_Systems_Minor1,Database_Management_Systems_Minor2,Database_Management_Systems_EndSem,Programming_with_Java_Minor1,Programming_with_Java_Minor2,Programming_with_Java_EndSem,Digital_Logic_&_Computer_Architecture_Minor1,Digital_Logic_&_Computer_Architecture_Minor2,Digital_Logic_&_Computer_Architecture_EndSem,Software_Engineering_Minor1,Software_Engineering_Minor2,Software_Engineering_EndSem,Theoretical_Computer_Science_Minor1,Theoretical_Computer_Science_Minor2,Theoretical_Computer_Science_EndSem,Advanced_Data_Structures_Minor1,Advanced_Data_Structures_Minor2,Advanced_Data_Structures_EndSem,Data_Communication_&_Networks_Minor1,Data_Communication_&_Networks_Minor2,Data_Communication_&_Networks_EndSem,Operating_Systems_&_Shell_Programming_Minor1,Operating_Systems_&_Shell_Programming_Minor2,Operating_Systems_&_Shell_Programming_EndSem,AI_&_ML_Minor1,AI_&_ML_Minor2,AI_&_ML_EndSem,Software_Testing_&_QA_Minor1,Software_Testing_&_QA_Minor2,Software_Testing_&_QA_EndSem,Analysis_&_Design_of_Algorithms_Minor1,Analysis_&_Design_of_Algorithms_Minor2,Analysis_&_Design_of_Algorithms_EndSem,Data_Mining_&_Warehousing_Minor1,Data_Mining_&_Warehousing_Minor2,Data_Mining_&_Warehousing_EndSem,Information_&_Cybersecurity_Minor1,Information_&_Cybersecurity_Minor2,Information_&_Cybersecurity_EndSem,Cloud_Computing_Minor1,Cloud_Computing_Minor2,Cloud_Computing_EndSem,Algorithm_&_Program_Design_IsWeak,Database_Management_Systems_IsWeak,Programming_with_Java_IsWeak,Digital_Logic_&_Computer_Architecture_IsWeak,Software_Engineering_IsWeak,Theoretical_Computer_Science_IsWeak,Advanced_Data_Structures_IsWeak,Data_Communication_&_Networks_IsWeak,Operating_Systems_&_Shell_Programming_IsWeak,AI_&_ML_IsWeak,Software_Testing_&_QA_IsWeak,Analysis_&_Design_of_Algorithms_IsWeak,Data_Mining_&_Warehousing_IsWeak,Information_&_Cybersecurity_IsWeak,Cloud_Computing_IsWeak
MCA23_3537,Female,specializedai,11,7,48,0,0,0,7,13,36,0,0,0,10,15,39,20,18,52,19,17,60,18,15,59,0,0,0,16,15,50,0,0,0,16,10,44,18,14,51,0,0,0,17,18,54,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_3538,Female,forced_weak,0,0,0,3,7,24,0,0,0,6,1,31,0,0,0,0,0,0,7,6,20,7,4,10,8,4,26,0,0,0,0,5,2,5,8,6,3,10,17,0,0,0,2,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3539,Female,average,8,9,47,10,19,57,18,7,46,5,11,55,17,9,40,17,20,40,0,0,0,17,20,35,0,0,0,20,20,22,0,0,0,7,14,34,0,0,0,0,0,0,9,11,60,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1
MCA23_3540,Female,forced_weak,10,2,0,5,4,18,2,9,22,3,3,21,4,5,7,0,0,0,0,0,0,0,0,0,4,7,21,2,3,25,2,3,40,5,2,31,3,7,19,5,7,16,9,10,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3541,Male,average,7,12,44,0,0,0,0,0,0,20,16,38,0,0,0,0,0,0,14,17,35,8,15,44,18,12,47,0,0,0,0,0,0,15,8,42,0,0,0,8,13,37,6,11,38,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1
MCA23_3542,Female,specializedai,13,18,53,0,0,0,14,19,35,18,7,26,5,10,38,0,0,0,0,0,0,17,15,60,5,15,26,0,0,0,0,0,0,0,0,0,0,0,0,13,12,37,19,16,54,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
MCA23_3543,Male,average,0,0,0,20,12,40,0,0,0,14,13,60,13,11,34,0,0,0,11,10,38,16,15,43,11,11,31,12,13,30,8,8,50,0,0,0,11,15,37,10,13,28,17,7,48,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
MCA23_3544,Male,average,10,18,36,13,13,43,13,18,39,0,0,0,11,11,54,16,11,45,18,15,20,0,0,0,8,13,45,12,12,37,0,0,0,17,16,30,6,13,39,9,14,41,9,13,54,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
MCA23_3545,Male,highachiever,17,18,56,15,14,53,0,0,0,15,14,46,0,0,0,16,15,60,17,18,45,15,18,52,20,18,56,16,18,58,19,17,45,17,14,51,15,15,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_3546,Male,average,12,13,37,0,0,0,14,15,27,15,15,33,11,10,26,7,7,35,13,14,47,0,0,0,14,17,28,14,18,56,14,13,38,12,13,42,13,12,40,0,0,0,7,9,45,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
MCA23_3547,Male,forced_weak,9,5,19,0,0,0,3,1,16,0,0,0,0,4,14,0,0,0,4,7,25,5,2,29,7,0,22,5,2,20,0,0,0,6,1,8,6,1,5,0,0,0,6,4,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3548,Female,highachiever,0,0,0,18,14,53,0,0,0,0,0,0,16,18,56,15,14,48,0,0,0,0,0,0,16,17,54,19,14,50,0,0,0,0,0,0,15,14,53,15,19,60,15,17,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_3549,Female,highachiever,20,14,51,0,0,0,0,0,0,18,15,49,15,19,49,0,0,0,0,0,0,17,17,55,0,0,0,15,16,53,0,0,0,0,0,0,0,0,0,0,0,0,18,17,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_3550,Male,average,16,18,38,0,0,0,9,15,31,5,11,56,10,12,56,0,0,0,0,0,0,18,12,27,0,0,0,12,12,20,18,12,42,16,12,25,12,11,22,17,8,34,14,5,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MCA23_3551,Female,average,0,0,0,0,0,0,0,0,0,16,13,52,0,0,0,0,0,0,0,0,0,11,8,38,10,16,35,0,0,0,0,0,0,12,20,38,13,14,20,9,8,28,13,15,41,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
MCA23_3552,Male,forced_weak,2,6,26,0,0,0,0,0,0,4,4,40,4,4,30,4,6,10,0,0,0,0,0,0,9,9,14,0,0,0,0,0,0,5,1,0,0,0,0,6,8,17,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3553,Female,forced_weak,0,0,0,1,7,40,7,4,13,0,0,0,2,6,30,5,9,17,0,0,0,5,4,37,0,0,0,8,6,21,0,0,0,0,0,0,4,5,18,0,0,0,4,2,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3554,Female,specializedai,13,6,40,0,0,0,0,0,0,6,20,34,19,19,38,17,17,47,17,17,60,0,0,0,0,0,0,19,14,53,0,0,0,15,8,39,17,18,60,14,5,41,16,16,59,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0
MCA23_3555,Male,forced_weak,10,5,23,1,7,18,4,0,23,0,0,0,9,6,25,4,0,15,4,3,8,9,7,34,0,0,0,0,0,0,3,2,39,3,7,0,0,0,0,2,9,20,4,4,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3556,Female,highachiever,0,0,0,16,14,54,17,14,49,20,15,59,18,16,59,17,18,58,0,0,0,16,18,59,0,0,0,0,0,0,20,18,58,19,17,52,16,16,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_3557,Female,average,0,0,0,0,0,0,0,0,0,12,11,47,19,7,35,8,14,58,7,17,54,0,0,0,0,0,0,17,7,32,0,0,0,14,16,41,12,16,37,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
MCA23_3558,Male,struggling,0,0,0,8,12,17,0,0,0,2,7,22,0,0,0,0,0,0,5,4,19,0,0,0,1,0,5,5,6,26,6,2,19,6,1,21,0,0,0,7,1,29,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3559,Female,average,0,0,0,0,0,0,6,10,32,12,16,44,10,14,42,16,12,38,6,14,35,15,15,30,11,20,20,0,0,0,13,20,30,7,18,39,12,13,27,0,0,0,14,13,25,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0
MCA23_3560,Female,highachiever,15,14,51,16,14,48,0,0,0,18,14,56,0,0,0,18,14,60,15,17,54,0,0,0,15,14,49,18,14,47,0,0,0,0,0,0,0,0,0,15,14,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_3561,Female,average,0,0,0,12,9,47,19,20,46,10,15,47,11,10,43,0,0,0,0,0,0,5,10,29,0,0,0,10,11,37,6,16,32,0,0,0,15,5,34,15,15,57,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1
MCA23_3562,Female,forced_weak,0,4,22,5,5,10,6,9,13,0,0,0,3,3,29,4,4,40,6,4,33,0,0,0,3,7,29,9,6,22,0,0,0,7,7,16,9,2,22,0,0,0,0,2,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3563,Male,struggling,2,4,13,0,0,0,0,0,0,4,9,27,2,4,30,0,0,0,0,0,0,7,4,19,8,5,16,0,0,0,0,0,0,4,3,22,0,0,0,0,0,0,8,9,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3564,Male,average,0,0,0,13,10,56,9,14,43,12,18,37,13,7,46,13,20,41,16,9,38,9,11,40,17,11,28,13,11,40,10,19,54,10,8,41,13,16,43,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
MCA23_3565,Female,average,13,12,38,0,0,0,11,7,49,10,20,29,12,9,33,17,15,42,0,0,0,16,11,28,13,15,36,19,6,52,18,12,43,0,0,0,18,20,48,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
MCA23_3566,Female,average,10,17,53,6,9,43,15,18,37,0,0,0,9,11,28,19,17,48,0,0,0,0,0,0,16,6,48,16,14,43,0,0,0,0,0,0,10,13,29,12,16,43,13,11,51,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0
MCA23_3567,Female,highachiever,0,0,0,0,0,0,15,17,47,15,14,60,0,0,0,0,0,0,0,0,0,20,14,59,0,0,0,19,18,45,19,16,55,0,0,0,0,0,0,19,18,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_3568,Male,forced_weak,0,0,0,6,6,9,0,0,0,0,0,0,3,0,24,0,0,0,9,10,11,5,8,0,2,3,14,3,10,7,0,0,0,7,6,20,0,0,0,3,1,20,0,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3569,Female,struggling,9,3,16,0,0,0,0,0,0,8,8,12,10,10,28,7,10,24,2,5,26,10,7,34,7,10,21,0,0,0,7,5,32,0,0,0,0,0,0,7,0,24,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3570,Male,average,7,11,29,13,16,33,0,0,0,14,14,45,6,20,28,0,0,0,0,0,0,0,0,0,17,20,20,15,11,43,10,12,40,9,16,38,16,10,41,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
MCA23_3571,Female,average,13,16,59,15,16,35,0,0,0,0,0,0,0,0,0,14,9,35,9,10,23,15,17,41,6,11,42,8,14,48,0,0,0,14,16,47,15,10,43,12,20,32,11,12,38,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0
MCA23_3572,Male,average,0,0,0,16,10,41,9,13,32,0,0,0,17,19,29,5,18,29,13,6,60,18,9,45,0,0,0,9,14,20,0,0,0,0,0,0,13,15,46,16,12,60,7,13,34,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1
MCA23_3573,Male,average,16,11,25,18,18,41,11,9,56,17,13,55,14,10,27,0,0,0,0,0,0,15,13,52,0,0,0,13,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
MCA23_3574,Female,struggling,10,6,18,0,0,0,0,0,0,4,4,35,6,8,19,0,0,0,0,0,0,5,3,10,5,9,23,6,11,28,8,2,25,0,0,0,0,0,0,3,7,29,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3575,Male,forced_weak,0,0,0,0,0,0,10,4,23,1,4,8,0,0,0,0,0,0,9,2,6,7,8,26,3,10,8,0,0,0,0,0,0,4,6,10,1,10,6,0,0,0,9,9,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3576,Male,average,13,15,39,0,0,0,12,14,20,19,15,33,14,16,25,12,9,31,0,0,0,0,0,0,9,9,38,7,18,34,5,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1
MCA23_3577,Male,average,9,17,48,13,9,31,0,0,0,13,12,50,0,0,0,0,0,0,11,9,28,13,15,25,0,0,0,0,0,0,0,0,0,9,20,33,11,20,37,0,0,0,16,18,34,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
MCA23_3578,Male,highachiever,17,14,60,15,18,47,18,17,52,16,15,50,19,16,55,16,19,51,17,17,51,0,0,0,17,18,58,0,0,0,0,0,0,19,14,56,0,0,0,0,0,0,18,14,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_3579,Female,average,14,12,51,0,0,0,12,16,48,0,0,0,0,0,0,16,6,53,0,0,0,12,10,37,0,0,0,17,14,38,0,0,0,5,16,43,0,0,0,7,19,23,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0
MCA23_3580,Female,highachiever,19,18,60,16,15,48,17,14,51,18,14,55,16,14,51,15,14,46,20,20,52,17,17,51,15,16,57,15,15,54,17,16,53,0,0,0,0,0,0,0,0,0,17,18,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_3581,Female,specializedai,11,18,28,16,16,60,13,20,37,0,0,0,0,0,0,16,14,60,0,0,0,0,0,0,10,19,20,0,0,0,0,0,0,9,14,41,17,19,58,10,12,46,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
MCA23_3582,Male,highachiever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,47,0,0,0,15,16,45,0,0,0,17,16,51,16,14,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_3583,Female,struggling,3,10,28,0,0,0,5,3,25,0,0,0,5,4,22,8,3,17,9,7,16,5,5,30,6,2,18,6,12,18,0,0,0,10,7,23,0,0,0,7,6,9,7,8,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3584,Male,average,0,0,0,0,0,0,15,11,45,0,0,0,9,16,44,13,17,60,14,10,29,0,0,0,12,9,52,9,6,36,0,0,0,7,16,54,15,6,46,0,0,0,13,18,42,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0
MCA23_3585,Female,specializedai,10,11,43,16,15,53,0,0,0,20,18,36,8,16,51,13,8,23,18,16,50,18,20,60,9,15,39,17,14,56,0,0,0,8,5,40,17,16,53,10,13,22,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
MCA23_3586,Female,average,13,11,46,5,20,54,9,9,39,5,15,33,10,12,34,7,5,48,12,16,45,0,0,0,0,0,0,9,20,47,10,8,36,9,13,38,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1
MCA23_3587,Male,average,13,15,38,18,18,31,0,0,0,16,19,41,0,0,0,8,8,39,0,0,0,0,0,0,11,10,55,16,17,27,0,0,0,0,0,0,0,0,0,0,0,0,18,10,43,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0
MCA23_3588,Female,highachiever,18,16,53,20,18,59,17,14,50,15,14,54,18,17,60,17,14,59,17,19,52,0,0,0,15,14,45,0,0,0,0,0,0,15,18,45,0,0,0,16,16,60,15,18,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_3589,Female,average,11,7,41,11,15,39,7,17,43,13,13,38,0,0,0,14,14,55,12,17,31,16,16,20,8,20,48,0,0,0,0,0,0,15,5,45,13,16,30,5,18,37,13,9,44,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1
MCA23_3590,Male,average,9,13,45,14,15,53,16,14,30,14,12,60,20,18,49,11,18,46,10,16,40,12,16,50,18,15,23,0,0,0,0,0,0,0,0,0,12,14,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
MCA23_3591,Male,specializedai,0,0,0,0,0,0,8,14,44,0,0,0,12,14,59,13,11,46,17,15,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,54,0,0,0,18,17,59,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
MCA23_3592,Male,forced_weak,0,0,0,6,5,11,0,0,0,0,0,0,6,2,13,0,0,0,1,6,21,0,0,0,0,0,0,2,3,25,0,0,0,0,0,0,6,5,21,1,9,40,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3593,Male,average,12,6,26,0,0,0,11,10,45,12,13,48,0,0,0,0,0,0,0,0,0,13,13,40,14,5,43,20,17,48,0,0,0,13,12,39,18,10,29,5,10,42,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0
MCA23_3594,Female,average,0,0,0,15,17,41,11,12,46,0,0,0,8,18,35,9,18,35,0,0,0,13,18,35,13,17,29,0,0,0,16,20,31,0,0,0,0,0,0,0,0,0,8,10,55,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
MCA23_3595,Female,average,14,8,28,14,9,38,0,0,0,0,0,0,0,0,0,0,0,0,16,13,40,12,13,49,0,0,0,0,0,0,13,19,38,0,0,0,5,13,56,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1
MCA23_3596,Female,forced_weak,5,5,4,9,10,27,6,4,20,4,8,21,5,6,12,0,0,17,8,3,11,4,5,32,0,0,0,3,6,20,4,7,9,0,0,0,9,3,26,4,7,14,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3597,Female,struggling,6,8,21,5,7,21,10,4,14,0,0,0,0,0,0,7,3,12,0,1,9,12,9,16,4,1,26,0,0,0,4,8,27,4,1,14,0,0,0,5,4,23,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3598,Male,average,10,10,41,0,0,0,0,0,0,18,11,49,11,11,34,0,0,0,16,19,38,9,15,36,0,0,0,0,0,0,0,0,0,10,12,32,13,16,49,17,12,20,11,13,44,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
MCA23_3599,Male,specializedai,0,0,0,18,14,60,0,0,0,15,14,42,17,16,26,12,8,38,17,18,54,16,19,59,6,8,26,0,0,0,9,12,45,0,0,0,16,18,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
MCA23_3600,Male,average,9,15,53,5,10,21,14,15,54,0,0,0,20,13,33,0,0,0,12,10,44,10,6,30,8,16,32,8,12,30,7,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0
MCA23_3601,Female,highachiever,15,17,56,16,16,51,0,0,0,0,0,0,0,0,0,0,0,0,15,14,51,0,0,0,17,14,57,16,17,58,17,17,53,15,14,53,0,0,0,19,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_3602,Female,average,17,20,20,17,17,39,15,16,29,0,0,0,9,20,51,12,9,36,15,20,35,15,16,38,16,19,47,11,17,41,9,12,27,0,0,0,0,0,0,14,20,55,13,14,31,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
MCA23_3603,Male,forced_weak,0,7,23,0,0,0,5,8,40,0,0,0,4,8,2,10,5,24,0,10,5,0,0,0,8,7,12,2,5,23,0,0,0,0,0,0,0,0,0,6,4,31,8,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3604,Male,specializedai,0,0,0,18,14,51,0,0,0,0,0,0,20,15,42,6,10,55,0,0,0,18,15,59,9,20,55,19,18,59,17,15,48,0,0,0,18,15,52,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
MCA23_3605,Male,highachiever,15,15,46,0,0,0,0,0,0,18,14,45,18,17,60,19,14,60,15,14,45,0,0,0,17,16,53,18,14,59,15,14,59,16,14,56,16,17,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_3606,Male,highachiever,0,0,0,17,18,55,0,0,0,0,0,0,0,0,0,17,17,60,0,0,0,15,17,50,16,14,46,0,0,0,0,0,0,16,14,59,0,0,0,20,19,54,16,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_3607,Male,forced_weak,4,3,9,4,10,22,0,0,0,6,3,33,5,8,5,2,1,26,4,5,27,3,2,13,4,8,24,0,0,0,0,0,0,0,0,0,6,4,39,9,7,19,3,5,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3608,Male,forced_weak,5,4,16,9,6,20,2,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,7,5,8,0,0,0,0,0,0,0,0,0,4,2,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3609,Male,average,8,12,51,0,0,0,14,12,47,0,0,0,9,17,38,10,16,29,12,5,54,10,11,43,18,17,45,9,9,37,17,11,41,14,14,35,13,16,49,9,15,27,12,16,36,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
MCA23_3610,Male,average,20,13,34,20,16,57,17,13,51,11,12,50,0,0,0,0,0,0,10,13,48,13,14,31,18,5,38,14,8,45,16,15,38,16,18,52,17,20,54,17,19,42,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
MCA23_3611,Male,struggling,3,3,23,9,8,21,0,0,0,0,0,0,0,0,0,0,0,0,7,4,16,0,0,0,6,9,27,6,7,24,0,0,0,6,3,16,2,4,27,8,0,11,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MCA23_3612,Male,forced_weak,0,0,0,1,4,15,6,3,26,0,0,0,10,10,21,0,0,0,6,10,2,6,8,12,0,0,0,0,0,0,9,3,22,0,0,0,0,0,0,0,0,0,5,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3613,Male,struggling,0,0,0,0,0,0,0,0,0,4,10,22,2,9,8,0,5,24,0,0,0,4,5,22,4,7,8,0,0,0,7,10,26,0,0,0,8,5,29,6,8,22,6,4,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3614,Female,highachiever,15,17,58,0,0,0,15,14,45,15,17,50,15,16,54,0,0,0,16,14,60,19,14,58,18,17,60,15,14,50,0,0,0,15,15,60,0,0,0,0,0,0,18,14,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_3615,Female,struggling,5,4,19,3,3,4,6,4,14,7,9,34,4,1,23,9,4,35,6,5,20,0,0,0,7,8,21,7,7,3,4,5,33,10,6,28,7,8,13,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3616,Male,specializedai,0,0,0,0,0,0,10,14,43,12,5,35,14,12,43,15,19,33,17,17,60,18,17,60,9,15,35,0,0,0,19,10,43,0,0,0,18,14,58,0,0,0,18,14,51,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
MCA23_3617,Female,average,16,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,26,12,20,37,16,16,44,0,0,0,19,13,31,6,14,59,16,11,35,16,13,60,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
MCA23_3618,Male,struggling,0,3,24,9,4,20,7,6,32,7,6,21,9,6,22,7,8,23,5,5,23,3,7,35,6,4,25,6,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3619,Male,average,13,10,34,0,0,0,5,18,40,17,13,26,14,16,35,0,0,0,19,19,45,20,10,41,0,0,0,11,10,44,13,16,24,8,13,37,17,18,40,0,0,0,13,12,60,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
MCA23_3620,Female,highachiever,0,0,0,16,20,51,15,16,45,0,0,0,16,16,52,19,15,49,18,14,60,16,14,56,17,16,54,0,0,0,17,15,53,0,0,0,15,17,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_3621,Male,highachiever,19,18,52,18,15,59,19,16,50,15,16,57,17,16,56,0,0,0,20,14,60,0,0,0,18,14,51,0,0,0,20,19,45,0,0,0,16,18,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_3622,Male,forced_weak,4,2,33,9,5,14,8,2,28,1,5,12,0,0,0,5,8,30,0,0,13,0,0,0,10,8,25,0,0,0,6,5,21,6,1,24,1,4,7,0,0,0,7,7,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3623,Male,average,0,0,0,15,14,34,9,19,38,0,0,0,8,17,35,0,0,0,13,19,32,19,9,37,13,16,48,10,19,47,0,0,0,14,10,33,0,0,0,0,0,0,13,18,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MCA23_3624,Female,highachiever,15,17,46,0,0,0,0,0,0,0,0,0,16,16,59,15,14,53,20,15,45,16,17,57,0,0,0,0,0,0,17,15,52,0,0,0,0,0,0,0,0,0,15,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_3625,Male,forced_weak,2,5,1,3,9,18,0,0,0,3,3,40,10,2,14,5,7,30,2,3,12,1,6,19,6,0,26,0,0,0,5,8,13,5,5,19,4,6,15,1,0,30,4,5,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_3626,Female,average,7,10,29,0,0,0,0,0,0,7,14,45,0,0,0,0,0,0,0,0,0,10,15,33,7,17,43,5,18,40,13,20,36,12,11,60,0,0,0,9,17,35,12,10,40,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
MCA23_3627,Female,average,0,0,0,6,11,20,12,5,53,18,20,20,11,13,32,10,8,42,0,0,0,17,14,23,7,11,57,0,0,0,16,5,20,12,17,33,0,0,0,13,12,45,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0
MCA23_3628,Male,average,0,0,0,12,12,44,14,9,39,14,20,41,15,17,46,13,12,37,12,11,60,0,0,0,20,19,34,0,0,0,0,0,0,12,16,54,17,18,43,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
MCA23_3629,Female,specializedai,5,15,33,0,0,0,13,20,27,12,12,42,0,0,0,0,0,0,17,17,56,18,15,53,17,13,35,19,19,55,0,0,0,10,15,35,17,17,60,10,17,40,19,17,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MCA23_3630,Female,specializedai,0,0,0,0,0,0,11,11,41,15,18,40,0,0,0,16,12,43,17,14,58,18,16,50,14,19,29,16,19,60,8,8,21,14,17,39,18,14,50,0,0,0,17,14,55,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
MCA23_3631,Female,average,0,0,0,11,19,45,0,0,0,5,15,50,0,0,0,18,17,40,12,13,48,0,0,0,10,14,46,0,0,0,10,12,25,0,0,0,15,12,37,20,16,32,16,15,37,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
